HMS,StructuredFormula,Temperature,Pressure,crystal_system,StructuredFormula_normalized
P 42/n m c Z,Na Y Mn2 Ti4 O12,295.0,0.101325,tetragonal,NaYMn2Ti4O12
P 42/n m c Z,Na Ho Mn2 Ti4 O12,295.0,0.101325,tetragonal,NaHoMn2Ti4O12
P 42/n m c Z,Na Dy1.008 Mn1.992 Ti4 O12,295.0,0.101325,tetragonal,NaDy1.008Mn1.992Ti4O12
I 41/a m d Z,Cu0.6 Mn1.68 Ni0.48 Co0.24 O4,293.0,0.101325,tetragonal,Cu0.6Mn1.68Ni0.48Co0.24O4
I 4/m m m,(La1.2 Ba1.8) ((Mn1.9 Ru0.1) O7),300.0,0.101325,tetragonal,(La1.2Ba1.8)((Mn1.9Ru0.1)O7)
I 4/m m m,(La1.2 Ba1.8) ((Mn1.5 Ru0.5) O7),300.0,0.101325,tetragonal,(La1.2Ba1.8)((Mn1.5Ru0.5)O7)
I 4/m m m,(La1.2 Ba1.8) ((Mn Ru) O7),300.0,0.101325,tetragonal,(La1.2Ba1.8)((MnRu)O7)
I 4/m m m,(Pr1.5 Sr1.5) (Cu Mn) O6.5,293.0,0.101325,tetragonal,(Pr1.5Sr1.5)(CuMn)O6.5
I 4/m m m,(La Sr2) ((Co Mn) O7),293.0,0.101325,tetragonal,(LaSr2)((CoMn)O7)
I 4/m m m,(La1.5 Sr1.5) (Mn1.25 Ni0.75) O6.67,293.0,0.101325,tetragonal,(La1.5Sr1.5)(Mn1.25Ni0.75)O6.67
P -4 2 m,K La Mn (W O6),293.0,0.101325,tetragonal,KLaMn(WO6)
I 4/m c m,Sr0.95 La Mn Ti O6,298.0,0.101325,tetragonal,Sr0.95LaMnTiO6
I 4/m c m,Sr0.88 La Mn Ti O6,298.0,0.101325,tetragonal,Sr0.88LaMnTiO6
I 4/m c m,Sr0.85 La Mn Ti O6,298.0,0.101325,tetragonal,Sr0.85LaMnTiO6
I 4/m m m,La1.5 Sr1.5 Cu Mn O6.67,293.0,0.101325,tetragonal,La1.5Sr1.5CuMnO6.67
I 4/m m m,(La1.15 Sr1.8 Tb0.05) (Mn2 O7),293.0,0.101325,tetragonal,(La1.15Sr1.8Tb0.05)(Mn2O7)
I 4/m m m,(La1.05 Sr1.8 Tb0.15) (Mn2 O7),293.0,0.101325,tetragonal,(La1.05Sr1.8Tb0.15)(Mn2O7)
I 4/m m m,(La Sr1.8 Tb0.2) (Mn2 O7),293.0,0.101325,tetragonal,(LaSr1.8Tb0.2)(Mn2O7)
I 4/m m m,Sr2 Mn O2 Cu1.61 Se2,293.0,0.101325,tetragonal,Sr2MnO2Cu1.61Se2
I 4/m m m,(La1.2 Sr0.9 Ca0.9) (Mn2 O7),300.0,0.101325,tetragonal,(La1.2Sr0.9Ca0.9)(Mn2O7)
I 4/m m m,La Sr2 Co Mn O7.011,293.0,0.101325,tetragonal,LaSr2CoMnO7.011
I 4/m m m,La Sr2 Co Mn O6.943,293.0,0.101325,tetragonal,LaSr2CoMnO6.943
I 4/m m m,La2 Sm0.4 Sr0.6 Mn2 O7,293.0,0.101325,tetragonal,La2Sm0.4Sr0.6Mn2O7
I 4/m m m,Sr2 (Sc0.997 Mn0.003) O3 F,293.0,0.101325,tetragonal,Sr2(Sc0.997Mn0.003)O3F
I 4/m,(Sr1.98 Bi0.02) Mn Mo O6,293.0,0.101325,tetragonal,(Sr1.98Bi0.02)MnMoO6
I 4/m,(Sr1.95 Bi0.05) Mn Mo O6,293.0,0.101325,tetragonal,(Sr1.95Bi0.05)MnMoO6
I 4/m,(Sr1.94 Bi0.06) Mn Mo O6,293.0,0.101325,tetragonal,(Sr1.94Bi0.06)MnMoO6
I 4/m,(Sr1.92 Bi0.08) Mn Mo O6,293.0,0.101325,tetragonal,(Sr1.92Bi0.08)MnMoO6
I 4/m,(Sr1.90 Bi0.10) Mn Mo O6,293.0,0.101325,tetragonal,(Sr1.90Bi0.10)MnMoO6
I 4/m m m,La1.7 (Sr0.5 Ca0.5)1.3 Mn2 O7,293.0,0.101325,tetragonal,La1.7(Sr0.5Ca0.5)1.3Mn2O7
I 4/m m m,La1.6 (Sr0.5 Ca0.5)1.4 Mn2 O7,293.0,0.101325,tetragonal,La1.6(Sr0.5Ca0.5)1.4Mn2O7
I 4/m m m,La1.5 (Sr0.5 Ca0.5)1.5 Mn2 O7,293.0,0.101325,tetragonal,La1.5(Sr0.5Ca0.5)1.5Mn2O7
I 4/m m m,La Sr Mn O3.3 H0.7,293.0,0.101325,tetragonal,LaSrMnO3.3H0.7
I 4/m m m,La Sr Mn O3.3 H0.7,300.0,0.101325,tetragonal,LaSrMnO3.3H0.7
I 4/m m m,La Sr Mn O4 F1.84,293.0,0.101325,tetragonal,LaSrMnO4F1.84
I 4/m c m,(La0.5 Sr0.5) (Mn0.95 Ru0.05) O3,293.0,0.101325,tetragonal,(La0.5Sr0.5)(Mn0.95Ru0.05)O3
I 4/m c m,(Sr0.7 Ca0.2 Nd0.1) Mn O3,293.0,0.101325,tetragonal,(Sr0.7Ca0.2Nd0.1)MnO3
I 4/m c m,(Sr0.6 Ca0.3 Nd0.1) Mn O3,293.0,0.101325,tetragonal,(Sr0.6Ca0.3Nd0.1)MnO3
I 4/m c m,(Sr0.5 Ca0.4 Nd0.1) Mn O3,293.0,0.101325,tetragonal,(Sr0.5Ca0.4Nd0.1)MnO3
I 4/m c m,(Sr0.7 Ca0.1 Nd0.2) Mn O3,293.0,0.101325,tetragonal,(Sr0.7Ca0.1Nd0.2)MnO3
I 4/m c m,(Sr0.6 Ca0.2 Nd0.2) Mn O3,293.0,0.101325,tetragonal,(Sr0.6Ca0.2Nd0.2)MnO3
I 4/m c m,(Sr0.5 Ca0.3 Nd0.2) Mn O3,293.0,0.101325,tetragonal,(Sr0.5Ca0.3Nd0.2)MnO3
I 4/m c m,(Sr0.4 Ca0.4 Nd0.2) Mn O3,293.0,0.101325,tetragonal,(Sr0.4Ca0.4Nd0.2)MnO3
I 4/m c m,(Sr0.3 Ca0.5 Nd0.2) Mn O3,293.0,0.101325,tetragonal,(Sr0.3Ca0.5Nd0.2)MnO3
I 4/m m m,Gd Sr2 Mn Cr O7,293.0,0.101325,tetragonal,GdSr2MnCrO7
I 4/m c m,(Sr0.65 Pr0.30 Ce0.05) Mn O3,300.0,0.101325,tetragonal,(Sr0.65Pr0.30Ce0.05)MnO3
I 4/m c m,(Sr0.65 Pr0.25 Ce0.10) Mn O3,300.0,0.101325,tetragonal,(Sr0.65Pr0.25Ce0.10)MnO3
I 4/m c m,(Sr0.65 Pr0.20 Ce0.15) Mn O3,300.0,0.101325,tetragonal,(Sr0.65Pr0.20Ce0.15)MnO3
I 4/m c m,(Sr0.65 Pr0.15 Ce0.20) Mn O3,300.0,0.101325,tetragonal,(Sr0.65Pr0.15Ce0.20)MnO3
I 4/m c m,(Sr0.65 Pr0.10 Ce0.25) Mn O3,300.0,0.101325,tetragonal,(Sr0.65Pr0.10Ce0.25)MnO3
I 4/m c m,(Sr0.65 Pr0.05 Ce0.30) Mn O3,300.0,0.101325,tetragonal,(Sr0.65Pr0.05Ce0.30)MnO3
P 4 m m,(Bi0.8 La0.2) (Fe0.8 Mn0.2) O3,293.0,0.101325,tetragonal,(Bi0.8La0.2)(Fe0.8Mn0.2)O3
I 4/m c m,(La0.5 Sr0.5) (Mn0.95 Cr0.05) O3,293.0,0.101325,tetragonal,(La0.5Sr0.5)(Mn0.95Cr0.05)O3
I 4/m c m,(La0.5 Sr0.5) (Mn0.9 Cr0.1) O3,293.0,0.101325,tetragonal,(La0.5Sr0.5)(Mn0.9Cr0.1)O3
I 4/m c m,(La0.5 Sr0.5) (Mn0.85 Cr0.15) O3,293.0,0.101325,tetragonal,(La0.5Sr0.5)(Mn0.85Cr0.15)O3
I 4/m c m,(La0.5 Sr0.5) (Mn0.8 Cr0.2) O3,293.0,0.101325,tetragonal,(La0.5Sr0.5)(Mn0.8Cr0.2)O3
I 4/m m m,Sr2 Mn O2 Ag1.5 Se2,293.0,0.101325,tetragonal,Sr2MnO2Ag1.5Se2
I 4/m m m,La Sr Ni0.9 Mn0.1 O4,293.0,0.101325,tetragonal,LaSrNi0.9Mn0.1O4
I 4/m m m,La Sr Ni0.8 Mn0.2 O4,293.0,0.101325,tetragonal,LaSrNi0.8Mn0.2O4
I 4/m m m,La Sr Ni0.7 Mn0.3 O4,293.0,0.101325,tetragonal,LaSrNi0.7Mn0.3O4
I 4/m m m,La Sr Ni0.5 Mn0.5 O4,293.0,0.101325,tetragonal,LaSrNi0.5Mn0.5O4
P 4/m m m,Gd Ba Mn Fe O5,293.0,0.101325,tetragonal,GdBaMnFeO5
I 4/m m m,La2 Fe Mn Se2 O3,300.0,0.101325,tetragonal,La2FeMnSe2O3
I 4/m m m,K2 H4 (Mn V14 O40),296.0,0.101325,tetragonal,K2H4(MnV14O40)
C m c m,Rb2 (Mn F5) (H2 O),293.0,0.101325,orthorhombic,Rb2(MnF5)(H2O)
P b c m,Mn4 (Mn5 Bi) (Se O3)8 Cl5,293.0,0.101325,orthorhombic,Mn4(Mn5Bi)(SeO3)8Cl5
P b n m,Mg0.75 Fe1.10 Mn0.15 Si O4,293.0,0.101325,orthorhombic,Mg0.75Fe1.10Mn0.15SiO4
P b c n,(Mn0.97 Ti0.03) (Ta0.64 Nb0.36)2 O6,293.0,0.101325,orthorhombic,(Mn0.97Ti0.03)(Ta0.64Nb0.36)2O6
P b c n,Ta0.42 Mn0.30 Nb0.24 Ti0.02 O2,293.0,0.101325,orthorhombic,Ta0.42Mn0.30Nb0.24Ti0.02O2
P b n m,La0.5 Sr0.5 Mn0.5 Cr0.5 O3,293.0,0.101325,orthorhombic,La0.5Sr0.5Mn0.5Cr0.5O3
P n m a,La0.5 Sr0.5 Mn0.5 Rh0.5 O3,293.0,0.101325,orthorhombic,La0.5Sr0.5Mn0.5Rh0.5O3
P n n m,(Al1.81 Mn0.16 Fe0.03) (Si O4) O,293.0,0.101325,orthorhombic,(Al1.81Mn0.16Fe0.03)(SiO4)O
P n m a,(Dy0.55 Sr0.45) (Mn0.8 Fe0.2) O3,293.0,0.101325,orthorhombic,(Dy0.55Sr0.45)(Mn0.8Fe0.2)O3
F d d d Z,Li3 Mg2 Ta0.999 Mn0.001 O6,293.0,0.101325,orthorhombic,Li3Mg2Ta0.999Mn0.001O6
P b n m,Eu0.65 Sr0.35 Mn0.7 Fe0.3 O3,293.0,0.101325,orthorhombic,Eu0.65Sr0.35Mn0.7Fe0.3O3
F d d d Z,K11 Mn21 Ge32 O86 (O H)9 (H2 O),297.0,0.101325,orthorhombic,K11Mn21Ge32O86(OH)9(H2O)
P n m a,(Pb0.5 Sr0.5) Mn B O4,300.0,0.101325,orthorhombic,(Pb0.5Sr0.5)MnBO4
P b c n,(Fe0.01 Mn0.99) (Nb0.56 Ta1.44) O6,300.0,0.101325,orthorhombic,(Fe0.01Mn0.99)(Nb0.56Ta1.44)O6
P b n m,La0.65 Ca0.3 Li0.05 Mn O3,293.0,0.101325,orthorhombic,La0.65Ca0.3Li0.05MnO3
P b n m,La0.65 Ca0.25 Li0.1 Mn O3,293.0,0.101325,orthorhombic,La0.65Ca0.25Li0.1MnO3
P b n m,La0.65 Ca0.2 Li0.15 Mn O3,293.0,0.101325,orthorhombic,La0.65Ca0.2Li0.15MnO3
P b n m,Gd0.5 Sr0.5 Fe0.5 Mn0.5 O3,293.0,0.101325,orthorhombic,Gd0.5Sr0.5Fe0.5Mn0.5O3
P b n m,Nd0.5 Sr0.5 Fe0.5 Mn0.5 O3,293.0,0.101325,orthorhombic,Nd0.5Sr0.5Fe0.5Mn0.5O3
P b n m,Pr0.5 Sr0.5 Fe0.5 Mn0.5 O3,293.0,0.101325,orthorhombic,Pr0.5Sr0.5Fe0.5Mn0.5O3
P b c n,Pb2 (Mn0.68 Fe0.32)2 Si2 O9,293.0,0.101325,orthorhombic,Pb2(Mn0.68Fe0.32)2Si2O9
P b n m,Mg1.064 Fe0.902 Mn0.034 (Si O4),293.0,0.101325,orthorhombic,Mg1.064Fe0.902Mn0.034(SiO4)
P b n m,Mg0.347 Fe1.548 Mn0.105 (Si O4),293.0,0.101325,orthorhombic,Mg0.347Fe1.548Mn0.105(SiO4)
P b n m,Mg0.145 Fe1.742 Mn0.113 (Si O4),293.0,0.101325,orthorhombic,Mg0.145Fe1.742Mn0.113(SiO4)
P b n m,Mg0.136 Fe1.741 Mn0.123 (Si O4),293.0,0.101325,orthorhombic,Mg0.136Fe1.741Mn0.123(SiO4)
P b n m,Mg0.105 Fe1.741 Mn0.121 (Si O4),293.0,0.101325,orthorhombic,Mg0.105Fe1.741Mn0.121(SiO4)
P b n m,Mg0.075 Fe1.791 Mn0.134 (Si O4),293.0,0.101325,orthorhombic,Mg0.075Fe1.791Mn0.134(SiO4)
P b n m,(La0.667 Ca0.333) (Mn0.99 In0.01) O3,293.0,0.101325,orthorhombic,(La0.667Ca0.333)(Mn0.99In0.01)O3
P b n m,(La0.667 Ca0.333) (Mn0.97 In0.03) O3,293.0,0.101325,orthorhombic,(La0.667Ca0.333)(Mn0.97In0.03)O3
P b n m,(La0.667 Ca0.333) (Mn0.95 In0.05) O3,293.0,0.101325,orthorhombic,(La0.667Ca0.333)(Mn0.95In0.05)O3
P b n m,(La0.667 Ca0.333) (Mn0.93 In0.07) O3,293.0,0.101325,orthorhombic,(La0.667Ca0.333)(Mn0.93In0.07)O3
P n m a,(La0.1 Ca0.9) ((Mn0.95 Ge0.05) O3),293.0,0.101325,orthorhombic,(La0.1Ca0.9)((Mn0.95Ge0.05)O3)
P n m a,(La0.1 Ca0.9) ((Mn0.9 Ge0.1) O3),293.0,0.101325,orthorhombic,(La0.1Ca0.9)((Mn0.9Ge0.1)O3)
I m m a,(La0.69 Pb0.31) (Mn0.62 Ti0.38) O3,293.0,0.101325,orthorhombic,(La0.69Pb0.31)(Mn0.62Ti0.38)O3
P n m a,Pb Mn (V O4) (O H),293.0,0.101325,orthorhombic,PbMn(VO4)(OH)
P n n m,(Mn0.773 Fe0.069 Al0.158) (Al0.962 Mn0.035 Fe0.003) Si O5,293.0,0.101325,orthorhombic,(Mn0.773Fe0.069Al0.158)(Al0.962Mn0.035Fe0.003)SiO5
P b n m,(La0.67 Ca0.33) (Mn0.894 Fe0.106) O3.05,293.0,0.101325,orthorhombic,(La0.67Ca0.33)(Mn0.894Fe0.106)O3.05
I m a 2,Sr Ca Mn Ga O5,290.0,0.101325,orthorhombic,SrCaMnGaO5
I m m a,Mn Fe F5 (H2 O)2,293.0,0.101325,orthorhombic,MnFeF5(H2O)2
P m m m,Y0.957 Ba1.988 Cu2.912 Mn0.088 O6.989,293.0,0.101325,orthorhombic,Y0.957Ba1.988Cu2.912Mn0.088O6.989
A 2 a a,Bi Pb Sr2 Mn O6,293.0,0.101325,orthorhombic,BiPbSr2MnO6
P b n m,La0.75 Ca0.2 Na0.05 Mn O3,293.0,0.101325,orthorhombic,La0.75Ca0.2Na0.05MnO3
P b n m,La0.75 Ca0.15 Na0.1 Mn O3,293.0,0.101325,orthorhombic,La0.75Ca0.15Na0.1MnO3
C m c m,Tl2 (Mn F5) (H2 O),293.0,0.101325,orthorhombic,Tl2(MnF5)(H2O)
P n m a,Ba Pb1.5 (Mn6 Al2) O16,293.0,0.101325,orthorhombic,BaPb1.5(Mn6Al2)O16
P b c a,Ca (Ca0.67 Mn0.33) (H Si O4) (O H),293.0,0.101325,orthorhombic,Ca(Ca0.67Mn0.33)(HSiO4)(OH)
I m m m,Ba (Mn0.36 Mg0.64) Nd2 O5,293.0,0.101325,orthorhombic,Ba(Mn0.36Mg0.64)Nd2O5
P n n m,(Mg1.33 Mn1.49 Sb0.17) (B O3) O2,293.0,0.101325,orthorhombic,(Mg1.33Mn1.49Sb0.17)(BO3)O2
A m a a,Bi Pb Sr2 Mn O6,293.0,0.101325,orthorhombic,BiPbSr2MnO6
I m m a,Mn V F5 (H2 O)2,293.0,0.101325,orthorhombic,MnVF5(H2O)2
P b n m,(Pr0.7 Ca0.2 Sr0.1) Mn O3,293.0,0.101325,orthorhombic,(Pr0.7Ca0.2Sr0.1)MnO3
P n m a,(La0.1 Ca0.9) (Mn0.8 Ti0.2) O3,293.0,0.101325,orthorhombic,(La0.1Ca0.9)(Mn0.8Ti0.2)O3
P n m a,(La0.1 Ca0.9) (Mn0.6 Ti0.4) O3,293.0,0.101325,orthorhombic,(La0.1Ca0.9)(Mn0.6Ti0.4)O3
P n m a,(La0.1 Ca0.9) (Mn0.4 Ti0.6) O3,293.0,0.101325,orthorhombic,(La0.1Ca0.9)(Mn0.4Ti0.6)O3
P n m a,(La0.1 Ca0.9) (Mn0.2 Ti0.8) O3,293.0,0.101325,orthorhombic,(La0.1Ca0.9)(Mn0.2Ti0.8)O3
P n m a,(La0.1 Ca0.9) (Mn0.1 Ti0.9) O3,293.0,0.101325,orthorhombic,(La0.1Ca0.9)(Mn0.1Ti0.9)O3
P b n m,((La0.96 Tb0.04)0.667 Ca0.333) Mn O3,293.0,0.101325,orthorhombic,((La0.96Tb0.04)0.667Ca0.333)MnO3
P b n m,((La0.925 Tb0.075)0.667 Ca0.333) Mn O3,293.0,0.101325,orthorhombic,((La0.925Tb0.075)0.667Ca0.333)MnO3
P b n m,((La0.85 Tb0.15)0.667 Ca0.333) Mn O3,293.0,0.101325,orthorhombic,((La0.85Tb0.15)0.667Ca0.333)MnO3
P b n m,((La0.75 Tb0.25)0.667 Ca0.333) Mn O3,293.0,0.101325,orthorhombic,((La0.75Tb0.25)0.667Ca0.333)MnO3
P b n m,((La0.67 Tb0.33)0.667 Ca0.333) Mn O3,293.0,0.101325,orthorhombic,((La0.67Tb0.33)0.667Ca0.333)MnO3
P b n m,((La0.5 Tb0.5)0.667 Ca0.333) Mn O3,293.0,0.101325,orthorhombic,((La0.5Tb0.5)0.667Ca0.333)MnO3
P b n m,((La0.25 Tb0.75)0.667 Ca0.333) Mn O3,293.0,0.101325,orthorhombic,((La0.25Tb0.75)0.667Ca0.333)MnO3
P 21 c n,Sr Mn2 (Si2 O7) (O H)2 (H2 O),295.0,0.101325,orthorhombic,SrMn2(Si2O7)(OH)2(H2O)
P 21 21 21,Ca Mn O (Si O3 (O H)),300.0,0.101325,orthorhombic,CaMnO(SiO3(OH))
I m m a,(La0.167 Nd0.333 Sr0.5) (Mn O3),293.0,0.101325,orthorhombic,(La0.167Nd0.333Sr0.5)(MnO3)
I m m a,(Nd0.25 Sm0.25 Sr0.5) (Mn O3),293.0,0.101325,orthorhombic,(Nd0.25Sm0.25Sr0.5)(MnO3)
P n m a,(La0.25 Nd0.25 Ca0.5) (Mn O3),293.0,0.101325,orthorhombic,(La0.25Nd0.25Ca0.5)(MnO3)
P n m a,(Sm0.25 Y0.25 Ca0.5) (Mn O3),293.0,0.101325,orthorhombic,(Sm0.25Y0.25Ca0.5)(MnO3)
P n m a,(Pr0.5 Ca0.5) (Mn0.95 Cr0.05) O3,300.0,0.101325,orthorhombic,(Pr0.5Ca0.5)(Mn0.95Cr0.05)O3
I m m a,(Pr0.5 Sr0.41 Ca0.09) Mn O3,300.0,0.101325,orthorhombic,(Pr0.5Sr0.41Ca0.09)MnO3
F m m m,Bi2 Sr2 Nb2 Mn O11.57,293.0,0.101325,orthorhombic,Bi2Sr2Nb2MnO11.57
P b n m,(La0.625 Ca0.35) Mn O (O1.9 F0.05),293.0,0.101325,orthorhombic,(La0.625Ca0.35)MnO(O1.9F0.05)
P b n m,(La0.625 Ca0.35) Mn O (O1.85 F0.1),293.0,0.101325,orthorhombic,(La0.625Ca0.35)MnO(O1.85F0.1)
P b n m,(La0.6 Ca0.4) Mn O (O1.775 F0.175),293.0,0.101325,orthorhombic,(La0.6Ca0.4)MnO(O1.775F0.175)
P n m a,(Ca0.5 La0.5) (Mn0.5 Ru0.5) O3,293.0,0.101325,orthorhombic,(Ca0.5La0.5)(Mn0.5Ru0.5)O3
P n m a,(La0.25 Pr0.75)0.7 Ca0.3 (Mn O3),293.0,0.101325,orthorhombic,(La0.25Pr0.75)0.7Ca0.3(MnO3)
P b n m,(La0.6 Sr0.1 Ca0.3) (Mn O3),293.0,0.101325,orthorhombic,(La0.6Sr0.1Ca0.3)(MnO3)
P b n m,(Nd1.33 Na0.66) (Mn0.66 Ti1.34) O6,293.0,0.101325,orthorhombic,(Nd1.33Na0.66)(Mn0.66Ti1.34)O6
P b n m,Nd1.33 Na0.66 Mn0.66 Ti1.34 O6,293.0,0.101325,orthorhombic,Nd1.33Na0.66Mn0.66Ti1.34O6
I m m a,La Ba In Mn O6,293.0,0.101325,orthorhombic,LaBaInMnO6
I m m a,(La1.2 Ba0.8) In Mn O6,293.0,0.101325,orthorhombic,(La1.2Ba0.8)InMnO6
P n m a,(La1.2 Sr0.8) In Mn O6,293.0,0.101325,orthorhombic,(La1.2Sr0.8)InMnO6
P b n m,(Pr1.333 Na0.667) (Mn0.667 Ti1.333) O6,293.0,0.101325,orthorhombic,(Pr1.333Na0.667)(Mn0.667Ti1.333)O6
P b n m,(Nd1.45 Na0.55) (Mn0.55 Ti1.45) O6,293.0,0.101325,orthorhombic,(Nd1.45Na0.55)(Mn0.55Ti1.45)O6
P b n m,(La0.6 Ba0.1 Ca0.3) Mn O3,293.0,0.101325,orthorhombic,(La0.6Ba0.1Ca0.3)MnO3
I b m m,((Nd0.125 Sm0.875)0.5 Sr0.5) Mn O3,300.0,0.101325,orthorhombic,((Nd0.125Sm0.875)0.5Sr0.5)MnO3
P n m a,(La0.425 Pr0.2 Ca0.375) (Mn O3),293.0,0.101325,orthorhombic,(La0.425Pr0.2Ca0.375)(MnO3)
P n m a,(La0.275 Pr0.35 Ca0.375) (Mn O3),293.0,0.101325,orthorhombic,(La0.275Pr0.35Ca0.375)(MnO3)
P n m a,(Nd0.7 Ba0.1 Sr0.2) (Mn O3),293.0,0.101325,orthorhombic,(Nd0.7Ba0.1Sr0.2)(MnO3)
P n m a,(Nd0.7 Ba0.2 Sr0.1) (Mn O3),293.0,0.101325,orthorhombic,(Nd0.7Ba0.2Sr0.1)(MnO3)
P n m a,(Nd0.7 Ba0.25 Sr0.05) (Mn O3),293.0,0.101325,orthorhombic,(Nd0.7Ba0.25Sr0.05)(MnO3)
P c c n,Pr2 Ca2 (Mn Ni O8),293.0,0.101325,orthorhombic,Pr2Ca2(MnNiO8)
P c c n,Nd2 Ca2 (Mn Ni O8),293.0,0.101325,orthorhombic,Nd2Ca2(MnNiO8)
P c c n,Sm2 Ca2 (Mn Ni O8),293.0,0.101325,orthorhombic,Sm2Ca2(MnNiO8)
P c c n,Gd2 Ca2 (Mn Ni O8),293.0,0.101325,orthorhombic,Gd2Ca2(MnNiO8)
P n m a,(La0.18 Pr0.42 Sr0.4) (Mn O3),293.0,0.101325,orthorhombic,(La0.18Pr0.42Sr0.4)(MnO3)
P n m a,(La0.06 Pr0.54 Sr0.4) (Mn O3),293.0,0.101325,orthorhombic,(La0.06Pr0.54Sr0.4)(MnO3)
P n m a,(Nd0.6 Mg0.1 Sr0.3) (Mn O3),298.0,0.101325,orthorhombic,(Nd0.6Mg0.1Sr0.3)(MnO3)
P n m a,(Nd0.6 Mg0.1 Sr0.3) ((Mn0.9 Mg0.1) O3),298.0,0.101325,orthorhombic,(Nd0.6Mg0.1Sr0.3)((Mn0.9Mg0.1)O3)
P n m a,(Nd0.6 Mg0.1 Sr0.3) ((Mn0.8 Mg0.2) O3),298.0,0.101325,orthorhombic,(Nd0.6Mg0.1Sr0.3)((Mn0.8Mg0.2)O3)
P n n m,Al1.920 Mn0.023 Fe0.057 (O (Si O4)),293.0,0.101325,orthorhombic,Al1.920Mn0.023Fe0.057(O(SiO4))
P n n m,Al1.756 Mn0.182 Fe0.062 (O (Si O4)),293.0,0.101325,orthorhombic,Al1.756Mn0.182Fe0.062(O(SiO4))
P n n m,Al1.562 Mn0.342 Fe0.096 (O (Si O4)),293.0,0.101325,orthorhombic,Al1.562Mn0.342Fe0.096(O(SiO4))
P n n m,Al1.302 Mn0.680 Fe0.018 (O (Si O4)),293.0,0.101325,orthorhombic,Al1.302Mn0.680Fe0.018(O(SiO4))
P c c a,Cs Mn Cl3 (H2 O)2,293.0,0.101325,orthorhombic,CsMnCl3(H2O)2
I m m a,Mn Cr F5 (H2 O)2,301.64,0.101325,orthorhombic,MnCrF5(H2O)2
P b c n,K2 (Mn (Se O4) F3),293.0,0.101325,orthorhombic,K2(Mn(SeO4)F3)
P n m a,Mg5 (Mg1.48 Mn0.52) (Si8 O22) (O H)2,293.0,0.1,orthorhombic,Mg5(Mg1.48Mn0.52)(Si8O22)(OH)2
P n m a,Ca2 (Fe0.78 Mn0.65) Al0.57 O4.95,293.0,0.101325,orthorhombic,Ca2(Fe0.78Mn0.65)Al0.57O4.95
P n m a,Ca2 Fe0.59 Mn0.57 Al0.84 O4.97,293.0,0.101325,orthorhombic,Ca2Fe0.59Mn0.57Al0.84O4.97
I 2 m b,Ca2 (Fe0.43 Mn0.43 Al1.14) O4.96,293.0,0.101325,orthorhombic,Ca2(Fe0.43Mn0.43Al1.14)O4.96
I 2 m b,Ca2 (Fe0.31 Mn0.31 Al1.38) O4.97,293.0,0.101325,orthorhombic,Ca2(Fe0.31Mn0.31Al1.38)O4.97
P m c n,(Co0.385 Mn0.615) Pb2 W O6,293.0,0.101325,orthorhombic,(Co0.385Mn0.615)Pb2WO6
I m m a,Cs (Mn0.02 Mo0.98) O2 F3,293.0,0.101325,orthorhombic,Cs(Mn0.02Mo0.98)O2F3
P n m a,La0.7 Y0.05 Ba0.25 Mn O3,293.0,0.101325,orthorhombic,La0.7Y0.05Ba0.25MnO3
P m m n Z,Gd2 Cu Zn Mn4 O12,295.0,0.101325,orthorhombic,Gd2CuZnMn4O12
P n a m,Pb0.9 Sr0.09 Mn B O4,293.0,0.101325,orthorhombic,Pb0.9Sr0.09MnBO4
P n a m,Pb0.83 Sr0.17 Mn B O4,293.0,0.101325,orthorhombic,Pb0.83Sr0.17MnBO4
P n a m,Pb0.7 Sr0.3 Mn B O4,293.0,0.101325,orthorhombic,Pb0.7Sr0.3MnBO4
P n a m,Pb0.6 Sr0.4 Mn B O4,293.0,0.101325,orthorhombic,Pb0.6Sr0.4MnBO4
P n a m,Pb0.5 Sr0.5 Mn B O4,293.0,0.101325,orthorhombic,Pb0.5Sr0.5MnBO4
P n a m,Pb0.4 Sr0.6 Mn B O4,293.0,0.101325,orthorhombic,Pb0.4Sr0.6MnBO4
P n a m,Pb0.29 Sr0.71 Mn B O4,293.0,0.101325,orthorhombic,Pb0.29Sr0.71MnBO4
P n a m,Pb0.16 Sr0.84 Mn B O4,293.0,0.101325,orthorhombic,Pb0.16Sr0.84MnBO4
P n a m,Pb0.08 Sr0.92 Mn B O4,293.0,0.101325,orthorhombic,Pb0.08Sr0.92MnBO4
P n n m,Ba2 Mn (Se O3)2 Cl2,293.0,0.101325,orthorhombic,Ba2Mn(SeO3)2Cl2
I m m a,Nd2.8 Ba1.2 Mn3.8 Ti0.20 O12,293.0,0.101325,orthorhombic,Nd2.8Ba1.2Mn3.8Ti0.20O12
I m m a,Nd2.8 Ba1.2 Mn3.4 Ti0.60 O12,293.0,0.101325,orthorhombic,Nd2.8Ba1.2Mn3.4Ti0.60O12
I m m a,Nd2.8 Ba1.2 Mn3 Ti O12,293.0,0.101325,orthorhombic,Nd2.8Ba1.2Mn3TiO12
P b n m,Pr0.5 Sr0.45 Na0.05 Mn O3,293.0,0.101325,orthorhombic,Pr0.5Sr0.45Na0.05MnO3
P b n m,Pr0.5 Sr0.4 Na0.1 Mn O3,293.0,0.101325,orthorhombic,Pr0.5Sr0.4Na0.1MnO3
