HMS,StructuredFormula,Temperature,Pressure,crystal_system,StructuredFormula_normalized
P 63/m m c,Ca Al10.02 Sn0.98 Mn1.00 O19,293.0,0.101325,hexagonal,CaAl10.02Sn0.98Mn1.00O19
P 63/m m c,Na0.67 (Mn0.66 Fe0.2 Cu0.14) O2,293.0,0.101325,hexagonal,Na0.67(Mn0.66Fe0.2Cu0.14)O2
P 63/m m c,Na0.706 Mn0.65 Co0.18 Ni0.17 O2,293.0,0.101325,hexagonal,Na0.706Mn0.65Co0.18Ni0.17O2
P 63/m,(Cu0.5 Mn0.5) U Mo3 O12,293.0,0.101325,hexagonal,(Cu0.5Mn0.5)UMo3O12
P 63/m,Pb Mn2 (Ni6 Te3 O18),298.0,0.101325,hexagonal,PbMn2(Ni6Te3O18)
P 63 m c,Ba Ca Fe2 Mn2 O7,293.0,0.101325,hexagonal,BaCaFe2Mn2O7
P 63/m m c,Na0.561 Li0.24 Mn0.66 Ti0.1 O1.994,293.0,0.101325,hexagonal,Na0.561Li0.24Mn0.66Ti0.1O1.994
P 63/m m c,Na0.639 Li0.24 Mn0.71 Ti0.05 O1.964,293.0,0.101325,hexagonal,Na0.639Li0.24Mn0.71Ti0.05O1.964
P 63/m m c,Na0.602 Li0.24 Mn0.56 Ti0.2 O1.923,293.0,0.101325,hexagonal,Na0.602Li0.24Mn0.56Ti0.2O1.923
P 63/m m c,Na0.85 Li0.12 Ni0.22 Mn0.66 O2,293.0,0.101325,hexagonal,Na0.85Li0.12Ni0.22Mn0.66O2
P 6 c c,K Zn3 Mn2 Si12 O30,293.0,0.101325,hexagonal,KZn3Mn2Si12O30
P 63/m m c,Na0.8 Li0.27 Mn0.68 Ti0.05 O1.97,293.0,0.101325,hexagonal,Na0.8Li0.27Mn0.68Ti0.05O1.97
P 63/m m c,Na0.69 Mn0.87 Fe0.08 Mg0.05 O2,293.0,0.101325,hexagonal,Na0.69Mn0.87Fe0.08Mg0.05O2
P 63/m m c,Na0.69 Mn0.82 Fe0.08 Mg0.1 O2,293.0,0.101325,hexagonal,Na0.69Mn0.82Fe0.08Mg0.1O2
P 63/m m c,Na0.69 Mn0.77 Fe0.08 Mg0.15 O2,293.0,0.101325,hexagonal,Na0.69Mn0.77Fe0.08Mg0.15O2
P 63/m m c,Na0.67 Mn0.7 Ni0.2 Mg0.1 O2,293.0,0.101325,hexagonal,Na0.67Mn0.7Ni0.2Mg0.1O2
P 63,Na0.44 Mg0.15 Li0.1 Mn0.75 O2,293.0,0.101325,hexagonal,Na0.44Mg0.15Li0.1Mn0.75O2
P 63/m m c,Na0.7 Mg0.15 Li0.1 Mn0.75 O2,293.0,0.101325,hexagonal,Na0.7Mg0.15Li0.1Mn0.75O2
P 63,Na0.5 Mg0.15 Li0.1 Mn0.75 O2,293.0,0.101325,hexagonal,Na0.5Mg0.15Li0.1Mn0.75O2
P 63/m m c,Na0.6667 (Co0.0417 Ni0.2916 Mn0.6667) O2,293.0,0.101325,hexagonal,Na0.6667(Co0.0417Ni0.2916Mn0.6667)O2
P 63,Mn16 Si12 As3 O57 H17,293.0,0.101325,hexagonal,Mn16Si12As3O57H17
P 63/m m c,Na0.3 (Na0.5 Mg0.07) (Mn0.6 Co0.3 Mg0.03) O2,293.0,0.101325,hexagonal,Na0.3(Na0.5Mg0.07)(Mn0.6Co0.3Mg0.03)O2
P 63/m m c,Na0.31 (Na0.49 Mg0.13) (Mn0.6 Co0.2 Mg0.07) O2,293.0,0.101325,hexagonal,Na0.31(Na0.49Mg0.13)(Mn0.6Co0.2Mg0.07)O2
P 63/m m c,Na0.67 (Ni0.23 Mg0.1 Mn0.67) O2,293.0,0.101325,hexagonal,Na0.67(Ni0.23Mg0.1Mn0.67)O2
P 63/m m c,Na0.67 Fe0.4 Mn0.5 Mg0.1 O2,293.0,0.101325,hexagonal,Na0.67Fe0.4Mn0.5Mg0.1O2
P 63 m c,Mn3 (Te O3)2 (O H)1.824 Br0.176,293.0,0.101325,hexagonal,Mn3(TeO3)2(OH)1.824Br0.176
P 63 m c,Mn3 (Te O3)2 (O H)1.815 Cl0.185,293.0,0.101325,hexagonal,Mn3(TeO3)2(OH)1.815Cl0.185
P 63/m,Rb1.242 (Mn2 (Te O3)3) (H2 O)2,293.0,0.101325,hexagonal,Rb1.242(Mn2(TeO3)3)(H2O)2
P 63,Cs (Mn2 (Te O3)3) (H2 O),293.0,0.101325,hexagonal,Cs(Mn2(TeO3)3)(H2O)
P 63,Rb1.506 (Mn2 (Te O3)3) (H2 O)1.25,296.0,0.101325,hexagonal,Rb1.506(Mn2(TeO3)3)(H2O)1.25
P 63/m m c,Na0.749 Fe0.5 Mn0.35 Co0.15 O1.78,293.0,0.101325,hexagonal,Na0.749Fe0.5Mn0.35Co0.15O1.78
P 63/m,Sr Mn2 Ni6 (Te O6)3,293.0,0.101325,hexagonal,SrMn2Ni6(TeO6)3
P 63 m c,Ca Ba Fe2 Mn2 O7,298.0,0.101325,hexagonal,CaBaFe2Mn2O7
P 63/m m c,Na0.67 Mn0.486 Fe0.5 Zr0.014 O2,293.0,0.101325,hexagonal,Na0.67Mn0.486Fe0.5Zr0.014O2
P 63/m m c,Na0.67 Mn0.487 Fe0.5 Zr0.013 O2,293.0,0.101325,hexagonal,Na0.67Mn0.487Fe0.5Zr0.013O2
P 63/m m c,Na0.6 Mn0.67 Ni0.22 Fe0.11 O2,293.0,0.101325,hexagonal,Na0.6Mn0.67Ni0.22Fe0.11O2
P 63/m m c,Na0.6 Mn0.62 Ni0.22 Fe0.16 O2,293.0,0.101325,hexagonal,Na0.6Mn0.62Ni0.22Fe0.16O2
P 63/m m c,Na0.60 (Fe0.5 Mn0.49 Zn0.01) O2,293.0,0.101325,hexagonal,Na0.60(Fe0.5Mn0.49Zn0.01)O2
P 63/m m c,Na0.60 (Fe0.5 Mn0.48 Zn0.02) O2,293.0,0.101325,hexagonal,Na0.60(Fe0.5Mn0.48Zn0.02)O2
P 63/m m c,Na0.667 Li0.167 Co0.167 Mn0.667 O2,293.0,0.101325,hexagonal,Na0.667Li0.167Co0.167Mn0.667O2
P 63/m m c,Na0.66 Ni0.28 Zn0.05 Mn0.67 O2,293.0,0.101325,hexagonal,Na0.66Ni0.28Zn0.05Mn0.67O2
P 63/m m c,Na0.66 Ni0.23 Zn0.1 Mn0.67 O2,293.0,0.101325,hexagonal,Na0.66Ni0.23Zn0.1Mn0.67O2
P 63/m m c,Na0.66 Ni0.18 Zn0.15 Mn0.67 O2,293.0,0.101325,hexagonal,Na0.66Ni0.18Zn0.15Mn0.67O2
P 63 c m,Y ((Mn0.75 (Cu0.75 Mo0.25)0.25) O3),293.0,0.101325,hexagonal,Y((Mn0.75(Cu0.75Mo0.25)0.25)O3)
P 63 c m,Y ((Mn0.5 (Cu0.75 Mo0.25)0.5) O3),293.0,0.101325,hexagonal,Y((Mn0.5(Cu0.75Mo0.25)0.5)O3)
P 63 c m,Y ((Mn0.25 (Cu0.75 Mo0.25)0.75) O3),293.0,0.101325,hexagonal,Y((Mn0.25(Cu0.75Mo0.25)0.75)O3)
P 63/m m c,Na0.67 (Ni0.20 Mn0.69 Li0.10) O2,293.0,0.101325,hexagonal,Na0.67(Ni0.20Mn0.69Li0.10)O2
P 63/m m c,Na0.67 (Ni0.2 Mn0.61 Li0.19) O2,293.0,0.101325,hexagonal,Na0.67(Ni0.2Mn0.61Li0.19)O2
P 63/m m c,Na0.74 (Ni0.20 Mn0.69 Li0.10) O2,293.0,0.101325,hexagonal,Na0.74(Ni0.20Mn0.69Li0.10)O2
P 63/m m c,Na0.72 (Ni0.21 Mn0.69 Li0.20) O2,293.0,0.101325,hexagonal,Na0.72(Ni0.21Mn0.69Li0.20)O2
P 63 c m,Y (Mn0.75 (Cu0.667 V0.333)0.25) O3,293.0,0.101325,hexagonal,Y(Mn0.75(Cu0.667V0.333)0.25)O3
P 63 c m,Y (Mn0.75 (Cu0.667 Nb0.333)0.25) O3,293.0,0.101325,hexagonal,Y(Mn0.75(Cu0.667Nb0.333)0.25)O3
P 63 c m,Y (Mn0.75 (Cu0.75 W0.25)0.25) O3,293.0,0.101325,hexagonal,Y(Mn0.75(Cu0.75W0.25)0.25)O3
P 63 c m,Y (Mn0.75 (Cu0.5 Ti0.5)0.25) O3,293.0,0.101325,hexagonal,Y(Mn0.75(Cu0.5Ti0.5)0.25)O3
P -6 m 2,Ba6 (Co3.96 Mn2.04) Cl0.94 O15.64,293.0,0.101325,hexagonal,Ba6(Co3.96Mn2.04)Cl0.94O15.64
P -6 m 2,Ba6 (Co2 Mn4) Cl O16,293.0,0.101325,hexagonal,Ba6(Co2Mn4)ClO16
P 63/m,La8.67 Mn0.5 Ca0.5 (Si O4)6 O2,293.0,0.101325,hexagonal,La8.67Mn0.5Ca0.5(SiO4)6O2
P 63/m,La8.67 Mn0.5 Sr0.5 (Si O4)6 O2,293.0,0.101325,hexagonal,La8.67Mn0.5Sr0.5(SiO4)6O2
P 63/m,La8.67 Mn0.5 Ba0.5 (Si O4)6 O2,293.0,0.101325,hexagonal,La8.67Mn0.5Ba0.5(SiO4)6O2
P 63,Na0.8 (Li0.12 Ni0.22 Mn0.66) O2,293.0,0.101325,hexagonal,Na0.8(Li0.12Ni0.22Mn0.66)O2
P 63/m m c,Na0.72 (Li0.12 Ni0.22 Mn0.66) O2,293.0,0.101325,hexagonal,Na0.72(Li0.12Ni0.22Mn0.66)O2
P 6/m c c,K2 Mn5 (Si12 O30) (H2 O),293.0,0.101325,hexagonal,K2Mn5(Si12O30)(H2O)
P 63/m m c,Na0.46 Li0.1 Ni0.27 Mn0.63 O2,293.0,0.101325,hexagonal,Na0.46Li0.1Ni0.27Mn0.63O2
P 63/m m c,Na0.667 Mg0.167 Cu0.167 Mn0.667 O2,293.0,0.101325,hexagonal,Na0.667Mg0.167Cu0.167Mn0.667O2
P 63/m m c,Na0.67 Fe0.20 Ni0.15 Mn0.65 O2,293.0,0.101325,hexagonal,Na0.67Fe0.20Ni0.15Mn0.65O2
P 63/m m c,Na0.7 (Fe0.3 Mn0.65 Al0.05) O2,293.0,0.101325,hexagonal,Na0.7(Fe0.3Mn0.65Al0.05)O2
P 63/m m c,(Ni0.5 Co0.2 Mn0.3) O (O H),298.0,0.101325,hexagonal,(Ni0.5Co0.2Mn0.3)O(OH)
P 63/m m c,Na0.67 Ni0.25 Mn0.64 Mg0.08 O2,293.0,0.101325,hexagonal,Na0.67Ni0.25Mn0.64Mg0.08O2
P 63/m m c,Na0.67 Ni0.33 Mn0.59 Ti0.08 O2,293.0,0.101325,hexagonal,Na0.67Ni0.33Mn0.59Ti0.08O2
P 63/m m c,Na0.67 Ni0.29 Mn0.63 Al0.08 O2,293.0,0.101325,hexagonal,Na0.67Ni0.29Mn0.63Al0.08O2
P 63/m m c,(Na0.65 Sr0.02) (Ni0.33 Mn0.67) O2,293.0,0.101325,hexagonal,(Na0.65Sr0.02)(Ni0.33Mn0.67)O2
P 63/m m c,(Na0.63 Sr0.04) (Ni0.33 Mn0.67) O2,293.0,0.101325,hexagonal,(Na0.63Sr0.04)(Ni0.33Mn0.67)O2
P 63/m m c,(Na0.61 Sr0.06) (Ni0.33 Mn0.67) O2,293.0,0.101325,hexagonal,(Na0.61Sr0.06)(Ni0.33Mn0.67)O2
P 63/m m c,Na0.44 Mn0.6 Ni0.3 Cu0.1 O2,293.0,0.101325,hexagonal,Na0.44Mn0.6Ni0.3Cu0.1O2
P 63/m m c,Ba Ti Mn Fe10 O19,296.0,0.101325,hexagonal,BaTiMnFe10O19
P 63 m c,Y Ba Mn3 Al O7,293.0,0.101325,hexagonal,YBaMn3AlO7
P 63,Ba Mn2 (Se O3)3 (H2 O)3,293.0,0.101325,hexagonal,BaMn2(SeO3)3(H2O)3
P n -3 Z,Ca Cu3 Mn2 Te2 O12,298.0,0.101325,cubic,CaCu3Mn2Te2O12
P m -3 n,La18 Li8 Rh4 Mn O39,293.0,0.101325,cubic,La18Li8Rh4MnO39
P m -3 n,Nd18 Li8 Fe4 Mn O39,293.0,0.101325,cubic,Nd18Li8Fe4MnO39
P m -3 n,Nd18 Li8 Fe Mn4 O39,293.0,0.101325,cubic,Nd18Li8FeMn4O39
P m -3 m,Mn4.5 Na3 (Si12 Al12 O48),293.0,0.101325,cubic,Mn4.5Na3(Si12Al12O48)
P m -3 m,Nd0.5 Ba0.5 Mn0.5 Fe0.5 O2.86,293.0,0.101325,cubic,Nd0.5Ba0.5Mn0.5Fe0.5O2.86
P m -3 m,(Ba0.5 La0.5) (Mn0.5 Ru0.5) O3,293.0,0.101325,cubic,(Ba0.5La0.5)(Mn0.5Ru0.5)O3
P m -3 m,(La0.67 Ba0.33) (Mn0.98 Ti0.02) O3,293.0,0.101325,cubic,(La0.67Ba0.33)(Mn0.98Ti0.02)O3
P m -3 m,Sr (Mn Ti Sb)0.33 O3,293.0,0.101325,cubic,Sr(MnTiSb)0.33O3
P m -3 m,(Sr0.4 Ba0.6) (Mn0.94 Ti0.06) O2.53,293.0,0.101325,cubic,(Sr0.4Ba0.6)(Mn0.94Ti0.06)O2.53
P m -3 m,(Sr0.4 Ba0.6) (Mn0.94 Ti0.06) O2.96,293.0,0.101325,cubic,(Sr0.4Ba0.6)(Mn0.94Ti0.06)O2.96
P m -3 m,(Sr0.4 Ba0.6) (Mn0.94 Ti0.06) O2.99,293.0,0.101325,cubic,(Sr0.4Ba0.6)(Mn0.94Ti0.06)O2.99
P m -3 m,(Sr0.65 La0.35) (Mn0.5 Ir0.5) O3,293.0,0.101325,cubic,(Sr0.65La0.35)(Mn0.5Ir0.5)O3
P m -3 m,(La0.52 Ba0.48) ((Mn0.51 Ru0.49) O3),293.0,0.101325,cubic,(La0.52Ba0.48)((Mn0.51Ru0.49)O3)
P m -3 m,(La0.5 Sr0.1 Ba0.4) (Mn O3),294.5,0.101325,cubic,(La0.5Sr0.1Ba0.4)(MnO3)
P m -3 m,(La0.5 Sr0.1 Ba0.4) (Mn O3),295.0,0.101325,cubic,(La0.5Sr0.1Ba0.4)(MnO3)
P m -3 m,Pb ((Mn0.25 Fe0.25 Nb0.5) O3),295.0,0.101325,cubic,Pb((Mn0.25Fe0.25Nb0.5)O3)
P m -3 m,(Bi0.5 Ba0.5) ((Mn0.5 Ti0.5) O3),293.0,0.101325,cubic,(Bi0.5Ba0.5)((Mn0.5Ti0.5)O3)
P m -3 m,(Bi0.5 Sr0.5) ((Mn0.5 Ti0.5) O3),293.0,0.101325,cubic,(Bi0.5Sr0.5)((Mn0.5Ti0.5)O3)
P m -3 m,(Sr0.9 Ca0.1) (Ti0.5 Mn0.5) O3,293.0,0.101325,cubic,(Sr0.9Ca0.1)(Ti0.5Mn0.5)O3
P m -3 m,(Sr0.8 Ca0.2) (Ti0.5 Mn0.5) O3,293.0,0.101325,cubic,(Sr0.8Ca0.2)(Ti0.5Mn0.5)O3
P m -3 m,(La0.25 Sr0.75) ((Mn0.5 Ti0.5) O3),300.0,0.101325,cubic,(La0.25Sr0.75)((Mn0.5Ti0.5)O3)
P m -3 m,(Nd0.5 Ba0.5) (Co0.25 Mn0.75) O2.7,293.0,0.101325,cubic,(Nd0.5Ba0.5)(Co0.25Mn0.75)O2.7
P m -3 m,La0.6 Sr0.4 Fe0.67 Mn0.33 O2.84,293.0,0.101325,cubic,La0.6Sr0.4Fe0.67Mn0.33O2.84
P m -3 m,(Ca0.5 Sr0.5) (Fe0.73 Mn0.27) O2.68,300.0,0.101325,cubic,(Ca0.5Sr0.5)(Fe0.73Mn0.27)O2.68
P m -3 m,(Ca0.5 Sr0.5) (Fe0.66 Mn0.34) O2.7,300.0,0.101325,cubic,(Ca0.5Sr0.5)(Fe0.66Mn0.34)O2.7
P m -3 m,(Ca0.5 Sr0.5) (Fe0.49 Mn0.51) O2.76,300.0,0.101325,cubic,(Ca0.5Sr0.5)(Fe0.49Mn0.51)O2.76
P m -3 m,(Co0.43 Mn0.57) (Sr0.75 Y0.25) O2.73,293.0,0.101325,cubic,(Co0.43Mn0.57)(Sr0.75Y0.25)O2.73
P m -3 m,La0.66 Ca0.29 K0.05 (Mn O3),293.0,0.101325,cubic,La0.66Ca0.29K0.05(MnO3)
P m -3 m,Ba (Mn0.01 Ti0.94 Zr0.045) O3,293.0,0.101325,cubic,Ba(Mn0.01Ti0.94Zr0.045)O3
P m -3 m,La0.75 Ba0.25 Fe0.5 Mn0.5 O3,293.0,0.101325,cubic,La0.75Ba0.25Fe0.5Mn0.5O3
P m -3 m,La0.67 Ba0.33 Fe0.5 Mn0.5 O3,293.0,0.101325,cubic,La0.67Ba0.33Fe0.5Mn0.5O3
P m -3 m,La0.5 Ba0.5 Fe0.5 Mn0.5 O3,293.0,0.101325,cubic,La0.5Ba0.5Fe0.5Mn0.5O3
P m -3 m,Pr0.5 Ba0.5 Mn0.5 Fe0.5 O3,293.0,0.101325,cubic,Pr0.5Ba0.5Mn0.5Fe0.5O3
P m -3 m,(La0.7 Ba0.3) (Co0.9 Mn0.1) O3,293.0,0.101325,cubic,(La0.7Ba0.3)(Co0.9Mn0.1)O3
P m -3 m,(La0.7 Ba0.3) (Co0.8 Mn0.2) O3,293.0,0.101325,cubic,(La0.7Ba0.3)(Co0.8Mn0.2)O3
P m -3 m,(La0.7 Ba0.3) (Co0.6 Mn0.4) O3,293.0,0.101325,cubic,(La0.7Ba0.3)(Co0.6Mn0.4)O3
P m -3 m,(La0.6 Ba0.4) (Co0.9 Mn0.1) O3,293.0,0.101325,cubic,(La0.6Ba0.4)(Co0.9Mn0.1)O3
P m -3 m,(La0.5 Ba0.5) (Co0.95 Mn0.05) O3,293.0,0.101325,cubic,(La0.5Ba0.5)(Co0.95Mn0.05)O3
P m -3 m,(Bi0.98 Gd0.02) (Fe0.95 Mn0.05) O3,293.0,0.101325,cubic,(Bi0.98Gd0.02)(Fe0.95Mn0.05)O3
P m -3 m,(Bi0.98 Y0.02) (Fe0.95 Mn0.05) O3,293.0,0.101325,cubic,(Bi0.98Y0.02)(Fe0.95Mn0.05)O3
P m -3 m,(Bi0.97 Gd0.03) (Fe0.95 Mn0.05) O3,293.0,0.101325,cubic,(Bi0.97Gd0.03)(Fe0.95Mn0.05)O3
P m -3 m,(Bi0.97 Y0.03) (Fe0.95 Mn0.05) O3,293.0,0.101325,cubic,(Bi0.97Y0.03)(Fe0.95Mn0.05)O3
P m -3 m,Ca0.95 La0.05 Fe0.5 Mn0.5 O3,293.0,0.101325,cubic,Ca0.95La0.05Fe0.5Mn0.5O3
P m -3 m,Ca0.90 La0.1 Fe0.5 Mn0.5 O3,293.0,0.101325,cubic,Ca0.90La0.1Fe0.5Mn0.5O3
P m -3 m,Ca0.85 La0.15 Fe0.5 Mn0.5 O3,293.0,0.101325,cubic,Ca0.85La0.15Fe0.5Mn0.5O3
P m -3 m,((Sr1.75 Bi0.25) ((Mn Ti) O6))0.5,298.0,0.101325,cubic,((Sr1.75Bi0.25)((MnTi)O6))0.5
P m -3 m,((Sr1.5 Bi0.5) ((Mn Ti) O6))0.5,298.0,0.101325,cubic,((Sr1.5Bi0.5)((MnTi)O6))0.5
P m -3 m,((Sr1.25 Bi0.75) ((Mn Ti) O6))0.5,298.0,0.101325,cubic,((Sr1.25Bi0.75)((MnTi)O6))0.5
P m -3 m,(La0.67 Ba0.33) (Mn0.85 Cr0.15 O3),293.0,0.101325,cubic,(La0.67Ba0.33)(Mn0.85Cr0.15O3)
P m -3 m,(La0.67 Ba0.33) (Mn0.95 Ti0.05) O3,293.0,0.101325,cubic,(La0.67Ba0.33)(Mn0.95Ti0.05)O3
P m -3 m,(La0.67 Ba0.33) (Mn0.85 Ti0.15) O3,293.0,0.101325,cubic,(La0.67Ba0.33)(Mn0.85Ti0.15)O3
P m -3 m,(La0.67 Ba0.33) (Mn0.6 Ti0.4) O3,293.0,0.101325,cubic,(La0.67Ba0.33)(Mn0.6Ti0.4)O3
P m -3 m,(La0.67 Ba0.33) (Mn0.4 Ti0.6) O3,293.0,0.101325,cubic,(La0.67Ba0.33)(Mn0.4Ti0.6)O3
P m -3 m,(La0.5 Pr0.2 Pb0.3) (Mn O3),293.0,0.101325,cubic,(La0.5Pr0.2Pb0.3)(MnO3)
P m -3 m,(La0.65 Ca0.10 Ba0.25) (Mn O3),293.0,0.101325,cubic,(La0.65Ca0.10Ba0.25)(MnO3)
P m -3 m,(Sr0.5 Bi0.5) (Mn0.5 Ti0.5) O3,293.0,0.101325,cubic,(Sr0.5Bi0.5)(Mn0.5Ti0.5)O3
P m -3 m,Sr0.5 La0.5 Fe0.5 Mn0.5 O3,293.0,0.101325,cubic,Sr0.5La0.5Fe0.5Mn0.5O3
P m -3 m,(Nd0.5 Ba0.5) (Fe0.5 Mn0.5) O3,293.0,0.101325,cubic,(Nd0.5Ba0.5)(Fe0.5Mn0.5)O3
P m -3 m,(La0.8 Ba0.15 Ca0.05) (Mn O3),293.0,0.101325,cubic,(La0.8Ba0.15Ca0.05)(MnO3)
P m -3 m,(La0.33 Sr0.67) (Mn0.33 Ti0.67) O3,293.0,0.101325,cubic,(La0.33Sr0.67)(Mn0.33Ti0.67)O3
P m -3 m,(Sr0.8 Ca0.1 Nd0.1) Mn O3,293.0,0.101325,cubic,(Sr0.8Ca0.1Nd0.1)MnO3
P m -3 m,(Sr0.75 Y0.25) (Fe0.8 Mn0.2) O2.79,293.0,0.101325,cubic,(Sr0.75Y0.25)(Fe0.8Mn0.2)O2.79
P m -3 m,(Sr0.75 Y0.25) (Fe0.67 Mn0.33) O2.79,293.0,0.101325,cubic,(Sr0.75Y0.25)(Fe0.67Mn0.33)O2.79
P m -3 m,(Sr0.75 Y0.25) (Fe0.5 Mn0.5) O2.79,293.0,0.101325,cubic,(Sr0.75Y0.25)(Fe0.5Mn0.5)O2.79
P m -3 m,(Bi0.6 La0.4) (Fe0.6 Mn0.4) O3,293.0,0.101325,cubic,(Bi0.6La0.4)(Fe0.6Mn0.4)O3
P m -3 m,Ba (Mn0.01 Ti0.89 Zr0.10) O3,293.0,0.101325,cubic,Ba(Mn0.01Ti0.89Zr0.10)O3
P a -3,Ba Mn9 (V O4)6 (O H)2,293.0,0.101325,cubic,BaMn9(VO4)6(OH)2
P 43 3 2,Li Mn1.5 Ni0.45 Zn0.075 O4,293.0,0.101325,cubic,LiMn1.5Ni0.45Zn0.075O4
P 43 3 2,Li Ni0.495 Cu0.012 Mn1.492 O3.62,293.0,0.101325,cubic,LiNi0.495Cu0.012Mn1.492O3.62
P 43 3 2,Li Mg0.041 Ni0.395 Mn1.544 O4,293.0,0.101325,cubic,LiMg0.041Ni0.395Mn1.544O4
P 43 3 2,Li Mg0.096 Ni0.36 Mn1.34 O4,293.0,0.101325,cubic,LiMg0.096Ni0.36Mn1.34O4
P 43 3 2,Li0.246 Mg0.025 Mn0.385 Ni0.09 O,293.0,0.101325,cubic,Li0.246Mg0.025Mn0.385Ni0.09O
P 43 3 2,Li (Ga4.993 Cr0.006 Mn0.0008) O8,293.0,0.101325,cubic,Li(Ga4.993Cr0.006Mn0.0008)O8
P 21 3,Ba Mn9 (V O4)6 (O H)2,293.0,0.101325,cubic,BaMn9(VO4)6(OH)2
P -4 3 n,Na8 (Al6 Si6 O24) (Mn O4)2,300.0,0.101325,cubic,Na8(Al6Si6O24)(MnO4)2
P -4 3 n,Mn8 (Be Si O4)6 Se2,293.0,0.101325,cubic,Mn8(BeSiO4)6Se2
P -4 3 n,Mn8 (Be Si O4)6 Te2,293.0,0.101325,cubic,Mn8(BeSiO4)6Te2
P -4 3 n,Mn8 (Be Ge O4)6 Se2,293.0,0.101325,cubic,Mn8(BeGeO4)6Se2
I m -3,La Cu3 Mn Ti3 O12,293.0,0.101325,cubic,LaCu3MnTi3O12
I m -3,Nd Cu3 Mn Ti3 O12,293.0,0.101325,cubic,NdCu3MnTi3O12
I m -3,La Cu3 Mn1.3 Ti2.7 O12,293.0,0.101325,cubic,LaCu3Mn1.3Ti2.7O12
I m -3,Nd Cu3 Mn1.3 Ti2.7 O12,293.0,0.101325,cubic,NdCu3Mn1.3Ti2.7O12
I m -3,La Mn3 Ru2 Fe2 O12,293.0,0.101325,cubic,LaMn3Ru2Fe2O12
I m -3,Ca (Cu0.848 Mn0.152)3 ((Mn3 Ti) O11.62),293.0,0.101325,cubic,Ca(Cu0.848Mn0.152)3((Mn3Ti)O11.62)
I m -3,Ca (Cu0.72 Mn0.28)3 (Ru0.62 Mn0.38)4 O12,295.0,0.101325,cubic,Ca(Cu0.72Mn0.28)3(Ru0.62Mn0.38)4O12
I m -3,Bi (Cu2.70 Mn0.30) (Mn2.95 Fe1.05) O12,293.0,0.101325,cubic,Bi(Cu2.70Mn0.30)(Mn2.95Fe1.05)O12
I m -3,Bi (Cu2.72 Mn0.28) (Mn2.36 Fe1.64) O12,293.0,0.101325,cubic,Bi(Cu2.72Mn0.28)(Mn2.36Fe1.64)O12
I m -3,(Nd0.9 Na0.1) Mn3 (Ti3.6 Mn0.4) O12,293.0,0.101325,cubic,(Nd0.9Na0.1)Mn3(Ti3.6Mn0.4)O12
I m -3,(Nd0.8 Na0.2) Mn3 (Ti3.7 Mn0.3) O12,293.0,0.101325,cubic,(Nd0.8Na0.2)Mn3(Ti3.7Mn0.3)O12
I m -3,(La0.78 Na0.22) Mn3 Ti4 O12,293.0,0.101325,cubic,(La0.78Na0.22)Mn3Ti4O12
I m -3,Ca Cu2.34 (Mn4.42 Al0.24) O12,298.0,0.101325,cubic,CaCu2.34(Mn4.42Al0.24)O12
I m -3,Bi Mn3 (Fe0.25 Ti0.75)4 O12,293.0,0.101325,cubic,BiMn3(Fe0.25Ti0.75)4O12
I m -3,Ca (Cu2.55 Mn0.45) (V O3)4,293.0,0.101325,cubic,Ca(Cu2.55Mn0.45)(VO3)4
I m -3,Ca (Cu2.07 Mn0.93) (V O3)4,293.0,0.101325,cubic,Ca(Cu2.07Mn0.93)(VO3)4
I m -3,Ca (Cu1.74 Mn1.26) (V O3)4,293.0,0.101325,cubic,Ca(Cu1.74Mn1.26)(VO3)4
I m -3,Ca (Cu0.93 Mn2.07) (V O3)4,293.0,0.101325,cubic,Ca(Cu0.93Mn2.07)(VO3)4
I m -3,Ca (Cu0.3 Mn2.7) (V O3)4,293.0,0.101325,cubic,Ca(Cu0.3Mn2.7)(VO3)4
I m -3,La Mn3 (Al0.25 Ti0.75)4 O12,293.0,0.101325,cubic,LaMn3(Al0.25Ti0.75)4O12
I m -3,Pr Mn3 (Al0.25 Ti0.75)4 O12,293.0,0.101325,cubic,PrMn3(Al0.25Ti0.75)4O12
I m -3,Nd Mn3 (Al0.25 Ti0.75)4 O12,293.0,0.101325,cubic,NdMn3(Al0.25Ti0.75)4O12
I m -3,Sm Mn3 (Al0.25 Ti0.75)4 O12,293.0,0.101325,cubic,SmMn3(Al0.25Ti0.75)4O12
I m -3,(Sm0.802 Mn0.198) (Sm0.066 Mn0.934)3 (Al0.25 Ti0.75)4 O12,293.0,0.101325,cubic,(Sm0.802Mn0.198)(Sm0.066Mn0.934)3(Al0.25Ti0.75)4O12
I m -3,La Cu2.5 (Mn3.91 Fe0.6) O11.74,293.0,0.101325,cubic,LaCu2.5(Mn3.91Fe0.6)O11.74
I m -3,La Cu2.62 (Mn3.32 Fe1.06) O11.81,293.0,0.101325,cubic,LaCu2.62(Mn3.32Fe1.06)O11.81
I m -3,La Cu3 (Mn3 Ti) O12,293.0,0.101325,cubic,LaCu3(Mn3Ti)O12
I m -3,La Cu3 (Mn3.5 Ti0.5) O12,293.0,0.101325,cubic,LaCu3(Mn3.5Ti0.5)O12
I m -3,La (Cu2 Mn) (Mn3 Ti) O12,293.0,0.101325,cubic,La(Cu2Mn)(Mn3Ti)O12
